Spectrum Number,Spectrum Name,Frequency (MHz),Wavenumber (cm-1),Pressure (Torr),Temperature (C),Tau (us),Tau Error (%),Alpha (ppm/cm),Model (ppm/cm),Residuals (ppm/cm),QF,Background
1,190510_2per_43_forfit,394400086.8719106,13155.770812350142,60.1244957603,24.7537901993,11.275148085735143,,2.958401013110983,2.957872292934147,-0.0005287201768355843,4173.0,2.94914665109344
1,190510_2per_43_forfit,394400285.8483451,13155.777449489577,60.1244957603,24.7537901993,11.273389837472571,,2.958862418554801,2.9579718656484184,-0.0008905529063825135,4173.0,2.949206856700501
1,190510_2per_43_forfit,394400484.8247796,13155.784086629012,60.1244957603,24.7537901993,11.274183452520274,,2.958654137595977,2.9580717837699297,-0.0005823538260472105,4173.0,2.949270856310736
1,190510_2per_43_forfit,394400683.80121416,13155.790723768447,60.1244957603,24.7537901993,11.273543963202656,,2.958821966605355,2.958171780675436,-0.000650185929918834,4173.0,2.9493385031812362
1,190510_2per_43_forfit,394400882.7776487,13155.797360907882,60.1244957603,24.7537901993,11.274980293141144,,2.958445039598584,2.9582715936652835,-0.0001734459333007088,4173.0,2.94940964031776
1,190510_2per_43_forfit,394401081.7540832,13155.803998047315,60.1244957603,24.7537901993,11.271277730690889,,2.9594168750707004,2.958370963837576,-0.0010459112331244746,4173.0,2.94948410091597
1,190510_2per_43_forfit,394401280.7305178,13155.810635186754,60.1244957603,24.7537901993,11.270082856968267,,2.9597306375783217,2.9584696361584024,-0.0012610014199192499,4173.0,2.9495617088304016
1,190510_2per_43_forfit,394401479.70695233,13155.817272326187,60.1244957603,24.7537901993,11.270336185400174,,2.959664110377274,2.958567359672136,-0.0010967507051380387,4173.0,2.9496422790692316
1,190510_2per_43_forfit,394401678.68338686,13155.823909465624,60.1244957603,24.7537901993,11.272585512394928,,2.959073540239522,2.958663887813791,-0.0004096524257310996,4173.0,2.9497256183146847
1,190510_2per_43_forfit,394401877.6598214,13155.830546605057,60.1244957603,24.7537901993,11.268471924011422,,2.9601537586243354,2.9587589788716673,-0.0013947797526681072,4173.0,2.949811525465953
1,190510_2per_43_forfit,394402076.6362559,13155.837183744494,60.1244957603,24.7537901993,11.271817436580935,,2.959275175231472,2.9588523961167206,-0.0004227791147513038,4173.0,2.9498997922048145
1,190510_2per_43_forfit,394402275.6126905,13155.843820883929,60.1244957603,24.7537901993,11.270533198164934,,2.959612374439063,2.9589438992717443,-0.0006684751673189382,4173.0,2.9499902035808026
1,190510_2per_43_forfit,394402474.589125,13155.850458023364,60.1244957603,24.7537901993,11.270565064133011,,2.959604006543318,2.9590332835526683,-0.0005707229906497524,4173.0,2.9500825386156255
1,190510_2per_43_forfit,394402673.5655596,13155.857095162803,60.1244957603,24.7537901993,11.26595069090639,,2.9608162182655136,2.9591203202603915,-0.001695898005122043,4173.0,2.950176570924202
1,190510_2per_43_forfit,394402872.5419941,13155.863732302236,60.1244957603,24.7537901993,11.269340451828397,,2.9599256196402592,2.95920479854954,-0.000720821090719248,4173.0,2.950272069350751
1,190510_2per_43_forfit,394403071.5184286,13155.870369441669,60.1244957603,24.7537901993,11.264255782288158,,2.961261725986781,2.9592865152653642,-0.001975210721416598,4173.0,2.9503687986188885
1,190510_2per_43_forfit,394403270.4948632,13155.877006581106,60.1244957603,24.7537901993,11.268265266536943,,2.9602080471847616,2.9606200007804038,0.00041195359564216716,4173.0,2.9504665199926867
1,190510_2per_43_forfit,394403469.4712977,13155.88364372054,60.1244957603,24.7537901993,11.267609496878013,,2.96038032992335,2.9607381368050945,0.00035780688174424924,4173.0,2.950564991947552
1,190510_2per_43_forfit,394403668.4477322,13155.890280859974,60.1244957603,24.7537901993,11.266903318483838,,2.9605658783893696,2.9608551533003467,0.0002892749109770776,4173.0,2.950663970849423
1,190510_2per_43_forfit,394403867.4241668,13155.896917999411,60.1244957603,24.7537901993,11.267984670307088,,2.96028176251558,2.960971037416753,0.000689274901172876,4173.0,2.950763211639286
1,190510_2per_43_forfit,394404066.4006013,13155.903555138846,60.1244957603,24.7537901993,11.267502388235364,,2.9604084712370096,2.9610858002140796,0.0006773289770700686,4173.0,2.950862468521985
1,190510_2per_43_forfit,394404265.3770359,13155.910192278285,60.1244957603,24.7537901993,11.263331596924717,,2.9615047051373926,2.961199478598507,-0.00030522653888542806,4173.0,2.950961495657268
1,190510_2per_43_forfit,394404464.3534704,13155.916829417716,60.1244957603,24.7537901993,11.265295308778168,,2.960988469944783,2.961312137434568,0.0003236674897850733,4173.0,2.951060047850388
1,190510_2per_43_forfit,394404663.3299049,13155.923466557151,60.1244957603,24.7537901993,11.267596096582412,,2.960383850636302,2.961423871863016,0.001040021226713872,4173.0,2.951157881241841
1,190510_2per_43_forfit,394404862.3063394,13155.930103696584,60.1244957603,24.7537901993,11.263408264082456,,2.961484546927457,2.9615348098578638,5.026293040666374e-05,4173.0,2.951254753992212
1,190510_2per_43_forfit,394405061.282774,13155.936740836021,60.1244957603,24.7537901993,11.26405764258488,,2.96131381587644,2.9616447298137754,0.00033091393733553076,4173.0,2.951350426962314
1,190510_2per_43_forfit,394405260.25920856,13155.943377975458,60.1244957603,24.7537901993,11.265637322335904,,2.960898577276304,2.961754617051137,0.0008560397748329507,4173.0,2.9514446643850443
1,190510_2per_43_forfit,394405459.2356431,13155.950015114891,60.1244957603,24.7537901993,11.267922663164082,,2.9602980528842733,2.9618643183598947,0.0015662654756214422,4173.0,2.951537234528187
1,190510_2per_43_forfit,394405658.2120776,13155.956652254328,60.1244957603,24.7537901993,11.264231213417752,,2.9612681849145326,2.961974125209276,0.0007059402947433568,4173.0,2.951627910345893
1,190510_2per_43_forfit,394405857.18851215,13155.963289393761,60.1244957603,24.7537901993,11.263688782616224,,2.9614107921106365,2.9620843802209778,0.0006735881103412389,4173.0,2.9517164701164824
1,190510_2per_43_forfit,394406056.1649467,13155.969926533198,60.1244957603,24.7537901993,11.26098827830014,,2.962120969799144,2.962195482566767,7.45127676227142e-05,4173.0,2.951802698066034
1,190510_2per_43_forfit,394406255.1413812,13155.976563672632,60.1244957603,24.7537901993,11.261361739948889,,2.9620227366896215,2.9623078943198733,0.00028515763025183105,4173.0,2.951886384974472
1,190510_2per_43_forfit,394406454.1178157,13155.983200812067,60.1244957603,24.7537901993,11.26120600431766,,2.962063699662898,2.962422148114106,0.0003584484512080266,4173.0,2.951967328763974
1,190510_2per_43_forfit,394406653.0942503,13155.989837951503,60.1244957603,24.7537901993,11.262472709917043,,2.9617305523363084,2.962538856780707,0.000808304444398722,4173.0,2.952045335066718
1,190510_2per_43_forfit,394406852.07068485,13155.99647509094,60.1244957603,24.7537901993,11.260499665710658,,2.9622495013599437,2.9626592480235767,0.00040974666363302603,4173.0,2.9521202177712373
1,190510_2per_43_forfit,394407051.0471194,13156.003112230374,60.1244957603,24.7537901993,11.25862870439322,,2.962741768613369,2.9627831174550865,4.134884171769215e-05,4173.0,2.9521917995455316
1,190510_2per_43_forfit,394407250.0235539,13156.00974936981,60.1244957603,24.7537901993,11.258315041345854,,2.962824312280719,2.9629119478719423,8.763559122337838e-05,4173.0,2.952259912335623
1,190510_2per_43_forfit,394407448.9999885,13156.016386509247,60.1244957603,24.7537901993,11.257211655325769,,2.9631147162480813,2.963044974101638,-6.974214644328569e-05,4173.0,2.952324397837671
1,190510_2per_43_forfit,394407647.97642297,13156.023023648679,60.1244957603,24.7537901993,11.256430428214694,,2.9633203645274646,2.9631880309612804,-0.00013233356618425063,4173.0,2.952385107943026
1,190510_2per_43_forfit,394407846.9528575,13156.029660788114,60.1244957603,24.7537901993,11.258425570976453,,2.96279522474315,2.9633417249547733,0.0005465002116231688,4173.0,2.952441905154659
1,190510_2per_43_forfit,394408045.9292921,13156.03629792755,60.1244957603,24.7537901993,11.258023476729074,,2.9629010446429302,2.9635097086607933,0.0006086640178630809,4173.0,2.9524946629733835
1,190510_2per_43_forfit,394408244.9057266,13156.042935066986,60.1244957603,24.7537901993,11.256637013510918,,2.963265980752401,2.9636949207688716,0.00042894001647075797,4173.0,2.952543266253506
1,190510_2per_43_forfit,394408443.88216114,13156.04957220642,60.1244957603,24.7537901993,11.255395682202996,,2.963592792438055,2.9639024397651985,0.00030964732714355847,4173.0,2.952587611526515
1,190510_2per_43_forfit,394408642.85859567,13156.056209345856,60.1244957603,24.7537901993,11.256166638991385,,2.9633898101924445,2.964113945897516,0.0007241357050715713,4173.0,2.952627607291844
1,190510_2per_43_forfit,394408841.8350302,13156.06284648529,60.1244957603,24.7537901993,11.254267093495612,,2.9638899843681066,2.964330506168342,0.00044052180023523846,4173.0,2.952663174274061
1,190510_2per_43_forfit,394409040.8114647,13156.069483624726,60.1244957603,24.7537901993,11.2561115136041,,2.963404323020499,2.9645570843380438,0.001152761317544826,4173.0,2.9526942456456933
1,190510_2per_43_forfit,394409239.78789926,13156.07612076416,60.1244957603,24.7537901993,11.251506372280351,,2.964617218010324,2.964806142580838,0.00018892457051400413,4173.0,2.9527207672150553
1,190510_2per_43_forfit,394409438.7643338,13156.082757903596,60.1244957603,24.7537901993,11.252239423418033,,2.9644240816982816,2.965088850430757,0.0006647687324754514,4173.0,2.9527426975785676
1,190510_2per_43_forfit,394409637.7407684,13156.089395043033,60.1244957603,24.7537901993,11.251402663243042,,2.9646445441675042,2.9654113236510833,0.0007667794835790609,4173.0,2.95276000823713
1,190510_2per_43_forfit,394409836.7172029,13156.096032182466,60.1244957603,24.7537901993,11.250401968335362,,2.9649082418297543,2.9657774428088253,0.0008692009790709498,4173.0,2.9527726836762085
1,190510_2per_43_forfit,394410035.69363743,13156.102669321903,60.1244957603,24.7537901993,11.24549243694121,,2.96620265469568,2.966192199135786,-1.0455559893873811e-05,4173.0,2.95278072140948
1,190510_2per_43_forfit,394410234.670072,13156.109306461338,60.1244957603,24.7537901993,11.24634429975942,,2.9659779774418573,2.9666628687706234,0.0006848913287660352,4173.0,2.9527841319857746
1,190510_2per_43_forfit,394410433.6465065,13156.115943600773,60.1244957603,24.7537901993,11.242521233450438,,2.9669865706429093,2.9672017682562335,0.00021519761332422505,4173.0,2.9527829389594578
1,190510_2per_43_forfit,394410632.6229411,13156.122580740208,60.1244957603,24.7537901993,11.242123769185309,,2.9670914681837264,2.967815748622333,0.000724280438606506,4173.0,2.9527771788242143
1,190510_2per_43_forfit,394410831.5993756,13156.129217879645,60.1244957603,24.7537901993,11.239706281985503,,2.9677296437254204,2.968522457259851,0.0007928135344306142,4173.0,2.952766900910474
1,190510_2per_43_forfit,394411030.5758101,13156.135855019076,60.1244957603,24.7537901993,11.237878257053412,,2.9682123935520646,2.9693406744339867,0.0011282808819221835,4173.0,2.9527521672467794
1,190510_2per_43_forfit,394411229.5522447,13156.142492158517,60.1244957603,24.7537901993,11.22974277299139,,2.9703627406355717,2.9702940462119303,-6.869442364143552e-05,4173.0,2.9527330523853768
1,190510_2per_43_forfit,394411428.5286792,13156.149129297948,60.1244957603,24.7537901993,11.228477228828906,,2.9706975255890664,2.971412695995619,0.0007151704065524456,4173.0,2.9527096431928075
1,190510_2per_43_forfit,394411627.5051137,13156.155766437385,60.1244957603,24.7537901993,11.222817355415051,,2.972195703044264,2.9727355177970196,0.000539814752755774,4173.0,2.9526820386055674
1,190510_2per_43_forfit,394411826.48154825,13156.162403576818,60.1244957603,24.7537901993,11.217114600298377,,2.9737067604647565,2.974313498383367,0.0006067379186105448,4173.0,2.952650349352209
1,190510_2per_43_forfit,394412025.4579829,13156.169040716257,60.1244957603,24.7537901993,11.20955943118042,,2.9757110192066323,2.9762146413434434,0.0005036221368110994,4173.0,2.952614697641953
1,190510_2per_43_forfit,394412224.43441737,13156.17567785569,60.1244957603,24.7537901993,11.19869919733195,,2.9785967934349245,2.978531440986608,-6.535244831651355e-05,4173.0,2.952575216821379
1,190510_2per_43_forfit,394412423.4108519,13156.182314995125,60.1244957603,24.7537901993,11.189213071853764,,2.9811220240074405,2.9813926346440605,0.0002706106366199279,4173.0,2.9525320509994293
1,190510_2per_43_forfit,394412622.3872864,13156.18895213456,60.1244957603,24.7537901993,11.176767832114228,,2.9844414790447886,2.9849822871812686,0.0005408081364799422,4173.0,2.9524853546425085
1,190510_2per_43_forfit,394412821.36372095,13156.195589273995,60.1244957603,24.7537901993,11.159193656076694,,2.9891415587766157,2.9895722750116396,0.0004307162350238869,4173.0,2.952435292140268
1,190510_2per_43_forfit,394413020.3401555,13156.20222641343,60.1244957603,24.7537901993,11.135787674888276,,2.995424346589822,2.995580739371624,0.00015639278180179517,4173.0,2.9523820373435643
1,190510_2per_43_forfit,394413219.31659,13156.208863552865,60.1244957603,24.7537901993,11.10575794082659,,3.0035239105285707,3.003685336723003,0.00016142619443249018,4173.0,2.9523257730758194
1,190510_2per_43_forfit,394413418.2930246,13156.215500692304,60.1244957603,24.7537901993,11.061285969173012,,3.015599597802377,3.0150657458335552,-0.0005338519688216081,4173.0,2.952266690619127
1,190510_2per_43_forfit,394413617.2694591,13156.222137831737,60.1244957603,24.7536377958,10.99996152233717,,3.032411472720129,3.0327964760033495,0.00038500328322044197,4173.0,2.952204989176763
1,190510_2per_43_forfit,394413816.24589366,13156.228774971172,60.1244957603,24.7536377958,10.90179008095032,,3.059718566595945,3.0603268320981343,0.0006082655021892869,4173.0,2.952140875313026
1,190510_2per_43_forfit,394414015.2223282,13156.235412110607,60.1244957603,24.7536377958,10.725528235267085,,3.1100015577913003,3.1111895020529476,0.0011879442616473668,4173.0,2.9520745623728755
1,190510_2per_43_forfit,394414214.1987627,13156.24204925004,60.1244957603,24.7536377958,10.362153626851804,,3.2190614732228635,3.2197716522178945,0.0007101789950310078,4173.0,2.9520062698822054
1,190510_2per_43_forfit,394414413.1751973,13156.24868638948,60.1244957603,24.7536377958,9.611369025954726,,3.470515951446554,3.4707804449589044,0.00026449351235058316,4173.0,2.951936222930728
1,190510_2per_43_forfit,394414612.1516318,13156.25532352891,60.1244957603,24.7536377958,8.291615533352047,,4.022908368778434,4.022373892352534,-0.0005344764258996548,4173.0,2.9518646515396183
1,190510_2per_43_forfit,394414811.1280664,13156.261960668351,60.1244957603,24.7536377958,6.627877335710914,,5.0327439435385015,5.031850455781697,-0.000893487756804312,4173.0,2.9517917900144752
1,190510_2per_43_forfit,394415010.1045009,13156.268597807782,60.1244957603,24.7536377958,5.214161319499056,,6.397272250682853,6.397114912129749,-0.00015733855310440248,4173.0,2.951717876287446
1,190510_2per_43_forfit,394415607.0338045,13156.28850922609,60.1244957603,24.7536377958,4.8750113010417575,,6.842324552701481,6.8437075618074825,0.0013830091060018646,4173.0,2.951492241506246
1,190510_2per_43_forfit,394415806.010239,13156.295146365523,60.1244957603,24.7536377958,6.103089114413368,,5.465496061828591,5.467242925144655,0.0017468633160637737,4173.0,2.951416547246568
1,190510_2per_43_forfit,394416004.98667353,13156.30178350496,60.1244957603,24.7536377958,7.740326724182835,,4.3094317214803,4.305177092504092,-0.00425462897620843,4173.0,2.951341021179948
1,190510_2per_43_forfit,394416203.9631081,13156.308420644395,60.1244957603,24.7536377958,9.226189133919448,,3.615404912650519,3.612155000364183,-0.0032499122863360874,4173.0,2.951265908727608
1,190510_2per_43_forfit,394416402.93954265,13156.31505778383,60.1244957603,24.7536377958,10.161614799324836,,3.2825894484832756,3.2814732635925146,-0.0011161848907610405,4173.0,2.9511914541481445
1,190510_2per_43_forfit,394416601.9159772,13156.321694923265,60.1244957603,24.7536377958,10.632608174199389,,3.1371803581322952,3.1382568302252563,0.0010764720929610228,4173.0,2.951117899851095
1,190510_2per_43_forfit,394416800.8924117,13156.3283320627,60.1244957603,24.7536377958,10.856446287499416,,3.072498001323253,3.0737046376742176,0.0012066363509646294,4173.0,2.9510454857155772
1,190510_2per_43_forfit,394416999.86884624,13156.334969202135,60.1244957603,24.7536377958,10.973590630728152,,3.0396987314626887,3.040476809574657,0.0007780781119683944,4173.0,2.9509744484160647
1,190510_2per_43_forfit,394417198.8452808,13156.341606341572,60.1244957603,24.7536377958,11.045903377584214,,3.0197991399695185,3.0208064468584075,0.001007306888888948,4173.0,2.950905020757145
1,190510_2per_43_forfit,394417397.82171535,13156.348243481008,60.1244957603,24.7536377958,11.093345954824777,,3.006884456290454,3.007932130812114,0.0010476745216596584,4173.0,2.950837431019236
1,190510_2per_43_forfit,394417596.7981499,13156.354880620442,60.1244957603,24.7536377958,11.12842264201614,,2.997406783767876,2.998950515423464,0.0015437316555879654,4173.0,2.950771902316938
1,190510_2per_43_forfit,394417795.7745844,13156.361517759879,60.1244957603,24.7536377958,11.149010115331311,,2.991871850034999,2.9924399196827025,0.0005680696477035063,4173.0,2.9507086519718015
1,190510_2per_43_forfit,394417994.7510189,13156.36815489931,60.1244957603,24.7536377958,11.163761813299455,,2.9879184165392636,2.987650763944546,-0.00026765259471739355,4173.0,2.950647890901768
1,190510_2per_43_forfit,394418193.7274535,13156.374792038747,60.1244957603,24.7536377958,11.180861575403856,,2.98334876027748,2.984171979655663,0.0008232193781831931,4173.0,2.950589823028002
1,190510_2per_43_forfit,394418392.703888,13156.381429178182,60.1244957603,24.7536377958,11.18761492428276,,2.9815478764303007,2.9816981706699517,0.000150294239650961,4173.0,2.950534644702081
1,190510_2per_43_forfit,394418591.6803225,13156.388066317615,60.1244957603,24.7536377958,11.194682491566711,,2.979665528249112,2.9798383741422123,0.000172845893100515,4173.0,2.9504825441538776
1,190510_2per_43_forfit,394418790.6567571,13156.394703457054,60.1244957603,24.7536377958,11.20197369837986,,2.977726105948592,2.978117715353799,0.000391609405206772,4173.0,2.95043370096252
1,190510_2per_43_forfit,394418989.6331917,13156.40134059649,60.1244957603,24.7536377958,11.211734896046195,,2.975133628211126,2.976285542129074,0.0011519139179481108,4173.0,2.95038828555181
1,190510_2per_43_forfit,394419188.6096262,13156.407977735924,60.1244957603,24.7536377958,11.214802686062452,,2.9743197855161494,2.974462660168708,0.0001428746525586888,4173.0,2.950346458711059
1,190510_2per_43_forfit,394419387.5860607,13156.414614875357,60.1244957603,24.7536377958,11.22167717977371,,2.9724976922289126,2.9729156245525314,0.0004179323236188637,4173.0,2.9503083711431684
1,190510_2per_43_forfit,394419586.5624952,13156.421252014792,60.1244957603,24.7536377958,11.226096927697617,,2.9713274110003915,2.971763885249659,0.00043647424926751555,4173.0,2.9502741630411027
1,190510_2per_43_forfit,394419785.53892976,13156.427889154227,60.1244957603,24.7536377958,11.231139149148532,,2.969993433154469,2.9709551763292112,0.0009617431747424021,4173.0,2.9502439636938536
1,190510_2per_43_forfit,394419984.5153643,13156.434526293664,60.1244957603,24.7536377958,11.231217714895765,,2.969972657156774,2.9703916149391323,0.0004189577823581203,4173.0,2.950217891123008
1,190510_2per_43_forfit,394420183.4917989,13156.441163433099,60.1244957603,24.7536377958,11.234994329087815,,2.96897430855432,2.9700053866132685,0.0010310780589484203,4173.0,2.950196051751067
1,190510_2per_43_forfit,394420382.4682334,13156.447800572536,60.1244957603,24.7536377958,11.233319100276148,,2.969417072732778,2.9697637944838875,0.0003467217511095022,4173.0,2.950178540102276
1,190510_2per_43_forfit,394420581.444668,13156.454437711973,60.1244957603,24.7536377958,11.235248574209743,,2.9689071229259745,2.9696560358257105,0.0007489128997359984,4173.0,2.9501654385369895
1,190510_2per_43_forfit,394420780.42110246,13156.461074851404,60.1244957603,24.7536377958,11.233631377547864,,2.9693345276117133,2.9696880991507406,0.00035357153902726424,4173.0,2.950156817020164
1,190510_2per_43_forfit,394420979.397537,13156.46771199084,60.1244957603,24.7536377958,11.235159605119131,,2.968930633136432,2.9698932793073776,0.0009626461709455469,4173.0,2.9501527329246886
1,190510_2per_43_forfit,394421178.3739715,13156.474349130274,60.1244957603,24.7536377958,11.229966144115528,,2.97030365824334,2.9703705812044614,6.692296112120744e-05,4173.0,2.950153230870166
1,190510_2per_43_forfit,394421377.35040605,13156.48098626971,60.1244957603,24.7536377958,11.227875827638918,,2.9708566457160086,2.9713584454475788,0.0005017997315701628,4173.0,2.9501583425974753
1,190510_2per_43_forfit,394421576.32684064,13156.487623409146,60.1244957603,24.7536377958,11.220285646466763,,2.972866339665697,2.973257924015538,0.0003915843498409899,4173.0,2.950168086879567
1,190510_2per_43_forfit,394421775.3032752,13156.494260548585,60.1244957603,24.7536377958,11.21073874174455,,2.9753979901082306,2.9763380201245515,0.0009400300163209252,4173.0,2.9501824694686967
1,190510_2per_43_forfit,394421974.2797097,13156.500897688016,60.1244957603,24.7536377958,11.18979979352378,,2.980965712998779,2.9800479914386275,-0.0009177215601514632,4173.0,2.9502014830802237
1,190510_2per_43_forfit,394422173.2561442,13156.507534827451,60.1244957603,24.7536377958,11.183312568004796,,2.9826949141390484,2.9828284023677436,0.00013348822869518884,4173.0,2.9502251074131722
1,190510_2per_43_forfit,394422372.2325788,13156.514171966888,60.1244957603,24.7536377958,11.18058100668365,,2.9834236252905866,2.983409771087577,-1.3854203009699972e-05,4173.0,2.950253309207208
1,190510_2per_43_forfit,394422571.2090133,13156.520809106321,60.1244957603,24.7536377958,11.185324403773118,,2.9821584350797345,2.9823263701421334,0.0001679350623988718,4173.0,2.950286042336127
1,190510_2per_43_forfit,394422770.1854478,13156.527446245756,60.1244957603,24.7536377958,11.188506967329303,,2.981310162045453,2.98134048574481,3.0323699356848977e-05,4173.0,2.9503232479375767
1,190510_2per_43_forfit,394422969.1618824,13156.534083385191,60.1244957603,24.7536377958,11.189177447928143,,2.9811315152564393,2.9817586400084855,0.000627124752046182,4173.0,2.9503648545784174
1,190510_2per_43_forfit,394423168.1383169,13156.540720524628,60.1244957603,24.7536377958,11.179610804873114,,2.9836825361823314,2.9838717455622827,0.00018920937995137166,4173.0,2.950410778455553
1,190510_2per_43_forfit,394423367.11475146,13156.547357664062,60.1244957603,24.7536377958,11.16623929873524,,2.987255478538183,2.9876014524964463,0.00034597395826319044,4173.0,2.9504609236314012
1,190510_2per_43_forfit,394423566.091186,13156.553994803498,60.1244957603,24.7536377958,11.146576524133522,,2.99252505445013,2.993134862406721,0.0006098079565912684,4173.0,2.9505151823036933
1,190510_2per_43_forfit,394423765.0676205,13156.560631942932,60.1244957603,24.7536377958,11.11433711472936,,3.0012054858053,3.001235583802112,3.009799681175096e-05,4173.0,2.950573435108264
1,190510_2per_43_forfit,394423964.04405504,13156.567269082369,60.1244957603,24.7536377958,11.071355018562638,,3.0128570047558436,3.013700003438702,0.0008429986828581981,4173.0,2.950635551454784
1,190510_2per_43_forfit,394424163.0204896,13156.573906221802,60.1244957603,24.7536377958,10.994812513760705,,3.033831589039608,3.0348218010981873,0.0009902120585794094,4173.0,2.950701389893558
1,190510_2per_43_forfit,394424361.99692416,13156.58054336124,60.1244957603,24.7536377958,10.847210224500325,,3.0751141380549547,3.0759439796739296,0.0008298416189749247,4173.0,2.9507707985133824
1,190510_2per_43_forfit,394424560.9733587,13156.587180500674,60.1244957603,24.7536377958,10.535360292461238,,3.1661384702413993,3.167524540828202,0.0013860705868027345,4173.0,2.9508436153681625
1,190510_2per_43_forfit,394424759.9497932,13156.59381764011,60.1244957603,24.7536377958,9.872569793465546,,3.378695741598418,3.3805629389183465,0.0018671973199286818,4173.0,2.9509196689325066
1,190510_2per_43_forfit,394424958.92622775,13156.600454779544,60.1244957603,24.7536377958,8.707716695983727,,3.830672343210274,3.8318641019480406,0.0011917587377667793,4173.0,2.9509987785834393
1,190510_2per_43_forfit,394425157.9026623,13156.607091918979,60.1244957603,24.7536377958,7.256532080515949,,4.5967425141519564,4.5977032840630505,0.0009607699110940615,4173.0,2.951080755108406
1,190510_2per_43_forfit,394425356.8790968,13156.613729058414,60.1244957603,24.7536377958,6.046263994679513,,5.516862900655282,5.514938477398042,-0.001924423257239738,4173.0,2.951165401236861
1,190510_2per_43_forfit,394425555.8555314,13156.62036619785,60.1244957603,24.7536377958,5.452158317087585,,6.118019246666597,6.115873771518864,-0.0021454751477332223,4173.0,2.951252512194863
1,190510_2per_43_forfit,394425754.8319659,13156.627003337288,60.1244957603,24.7536377958,5.57174232050011,,5.986710727286683,5.988195403438594,0.0014846761519109464,4173.0,2.95134187628054
1,190510_2per_43_forfit,394425953.80840045,13156.63364047672,60.1244957603,24.7536377958,6.38899465315446,,5.220916800007969,5.225287245396752,0.004370445388782507,4173.0,2.9514332754591384
1,190510_2per_43_forfit,394426152.784835,13156.640277616156,60.1244957603,24.7536377958,7.72155681561689,,4.31990728247336,4.317837863454742,-0.0020694190186176797,4173.0,2.951526485976006
1,190510_2per_43_forfit,394426351.7612695,13156.64691475559,60.1244957603,24.7536377958,9.121392311782282,,3.6569427538741066,3.6523106652262003,-0.004632088647906318,4173.0,2.9516212789852725
1,190510_2per_43_forfit,394426550.737704,13156.653551895024,60.1244957603,24.7536377958,10.123142449561117,,3.2950647178990704,3.292304237456819,-0.0027604804422511897,4173.0,2.951717421193161
1,190510_2per_43_forfit,394426749.71413857,13156.660189034461,60.1244957603,24.7536377958,10.65814020019751,,3.129665109790643,3.130177553989117,0.0005124441984740713,4173.0,2.9518146755138193
1,190510_2per_43_forfit,394426948.6905732,13156.6668261739,60.1244957603,24.7536377958,10.901082671311888,,3.0599171225073314,3.0606669074925685,0.0007497849852371452,4173.0,2.9519128017354768
1,190510_2per_43_forfit,394427147.6670077,13156.673463313333,60.1244957603,24.7536377958,11.021985074069365,,3.0263522673688286,3.0281660214418045,0.0018137540729759039,4173.0,2.952011557195635
