Spectrum Number,Spectrum Name,Frequency (MHz),Wavenumber (cm-1),Pressure (Torr),Temperature (C),Tau (us),Tau Error (%),Alpha (ppm/cm),Model (ppm/cm),Residuals (ppm/cm),QF,Background,CIA (ppm/cm)
1,20_torr,394381476.72415435,13155.150044640362,20.000000000000004,25.0,1005205.7672575688,0.0159842180475246,3.318366309299947e-05,2.1744499071852408e-06,-3.100921318581423e-05,1583.0,0.0,0
1,20_torr,394381626.6766507,13155.155046517237,20.000000000000004,25.0,-5399946.215460563,0.0361427983150089,-6.177174399313943e-06,2.7265146001895623e-06,8.903688999503506e-06,1583.0,0.0,0
1,20_torr,394381774.967278,13155.159992960129,20.000000000000004,25.0,-641371.7786080254,0.0361427983150089,-5.200791589584578e-05,3.6677879184559073e-06,5.5675703814301684e-05,1583.0,0.0,0
1,20_torr,394381926.70605844,13155.16505442103,20.000000000000004,25.0,-362065.69229582086,0.0361427983150089,-9.212805916049566e-05,5.652730076628445e-06,9.77807892371241e-05,1583.0,0.0,0
1,20_torr,394382076.0209269,13155.170035028928,20.000000000000004,25.0,-298251.9944066901,0.0361427983150089,-0.0001118396863906,1.0241007534690468e-05,0.00012208069392529046,1583.0,0.0,0
1,20_torr,394382223.1496359,13155.1749427144,20.000000000000004,25.0,2088550.9168313975,0.0361427983150089,1.597107796175791e-05,2.107754802361963e-05,5.10647006186172e-06,1583.0,0.0,0
1,20_torr,394382374.95029044,13155.180006239198,20.000000000000004,25.0,-328892.13399875513,0.0361427983150089,-0.000101420514727,4.6332466517940086e-05,0.00014775298124494008,1583.0,0.0,0
1,20_torr,394382525.44079924,13155.185026062238,20.000000000000004,25.0,183504.58770004072,0.0444160334119289,0.0001817742539186,9.595731306589354e-05,-8.581694085270647e-05,1583.0,0.0,0
1,20_torr,394382676.4452618,13155.19006302893,20.000000000000004,25.0,156220.41247909237,0.0189372848472753,0.0002135214533778,0.0001779715002295154,-3.554995314828459e-05,1583.0,0.0,0
1,20_torr,394382823.8904199,13155.194981270006,20.000000000000004,25.0,120703.09417920998,0.0361427983150089,0.0002763509067157,0.00028307223217477695,6.721325459076958e-06,1583.0,0.0,0
1,20_torr,394382974.1015475,13155.199991773892,20.000000000000004,25.0,81668.03103829254,0.010246589097697,0.0004084390072313,0.0003883380737229778,-2.0100933508322184e-05,1583.0,0.0,0
1,20_torr,394383126.6066666,13155.2050787971,20.000000000000004,25.0,59295.94475286263,0.0572528548324816,0.0005625411595825,0.0004519095519213029,-0.00011063160766119716,1583.0,0.0,0
1,20_torr,394383274.4882709,13155.210011596451,20.000000000000004,25.0,82012.05318649564,0.0361427983150089,0.0004067256973065,0.00044343760182036847,3.671190451386846e-05,1583.0,0.0,0
1,20_torr,394383423.7628258,13155.214990859637,20.000000000000004,25.0,79594.61863386039,0.0260136894098999,0.0004190787027105,0.00036874003915884955,-5.033866355165045e-05,1583.0,0.0,0
1,20_torr,394383573.92789054,13155.219999827032,20.000000000000004,25.0,149504.4055688956,0.0361427983150089,0.0002231132212652,0.0002599930896785501,3.68798684133501e-05,1583.0,0.0,0
1,20_torr,394383722.43891376,13155.22495362154,20.000000000000004,25.0,226093.2843073765,0.0361427983150089,0.0001475338359651,0.00015790842273457316,1.0374586769473158e-05,1583.0,0.0,0
1,20_torr,394383871.91988164,13155.22993976992,20.000000000000004,25.0,-1743684.6982572388,0.0361427983150089,-1.912984013288294e-05,8.342227128103952e-05,0.00010255211141392246,1583.0,0.0,0
1,20_torr,394384022.28444594,13155.234955391905,20.000000000000004,25.0,10015728.732053537,0.0361427983150089,3.330402650888899e-06,3.961641616443113e-05,3.628601351354223e-05,1583.0,0.0,0
1,20_torr,394384172.67120874,13155.239971754352,20.000000000000004,25.0,488669.33713817823,0.0258834919451634,6.825967374004316e-05,1.8123924391882426e-05,-5.013574934816074e-05,1583.0,0.0,0
1,20_torr,394384324.5896025,13155.245039206506,20.000000000000004,25.0,-315049.44202820037,0.0361427983150089,-0.000105876745266,8.768567960657747e-06,0.00011464531322665774,1583.0,0.0,0
1,20_torr,394384473.346434,13155.250001200297,20.000000000000004,25.0,-969221.7129995393,0.0361427983150089,-3.441566472606568e-05,5.0059888486594535e-06,3.942165357472514e-05,1583.0,0.0,0
1,20_torr,394384623.03262645,13155.25499419423,20.000000000000004,25.0,107321.48784855413,0.1585701463011296,0.0003108083030575,3.3732146199480983e-06,-0.0003074350884375519,1583.0,0.0,0
1,20_torr,394384773.7974227,13155.260023166516,20.000000000000004,25.0,249971.35771074172,0.0675244185662095,0.0001334409262937,2.520955162665971e-06,-0.00013091997113103403,1583.0,0.0,0
1,20_torr,394384923.0457485,13155.265001554792,20.000000000000004,25.0,1293789.0689631877,0.0122607013036409,2.5781953426570725e-05,2.0100452366905627e-06,-2.3771908189880162e-05,1583.0,0.0,0
1,20_torr,394385071.13671935,13155.269941337863,20.000000000000004,25.0,1710259.442355068,0.0092036424717191,1.950371311728157e-05,1.6625373069592726e-06,-1.7841175810322298e-05,1583.0,0.0,0
1,20_torr,394385222.87431234,13155.275002759152,20.000000000000004,25.0,1848480.0184755907,0.0085841614210675,1.8045317875452964e-05,1.401650485499533e-06,-1.664366738995343e-05,1583.0,0.0,0
1,20_torr,394385373.6554995,13155.28003227818,20.000000000000004,25.0,468504.89363883686,0.0361005971633373,7.119756906003449e-05,1.2041985808652227e-06,-6.999337047916927e-05,1583.0,0.0,0
1,20_torr,394385521.2181105,13155.284954437062,20.000000000000004,25.0,-12395167.507885676,0.0361427983150089,-2.6910817863973365e-06,1.0523129570408113e-06,3.743394743438148e-06,1583.0,0.0,0
1,20_torr,394385672.3232123,13155.289994760718,20.000000000000004,25.0,490894.31875725003,0.0345690903162234,6.795028633507192e-05,9.275082708668278e-07,-6.702277806420509e-05,1583.0,0.0,0
1,20_torr,394385822.1331994,13155.294991883997,20.000000000000004,25.0,-6403862.39058134,0.0361427983150089,-5.20879548706029e-06,8.267319456574096e-07,6.0355274327177e-06,1583.0,0.0,0
1,20_torr,394385970.1414949,13155.299928909317,20.000000000000004,25.0,-2155793.2257801825,0.0361427983150089,-1.5472916938842085e-05,7.443868023503881e-07,1.6217303741192473e-05,1583.0,0.0,0
1,20_torr,394386121.51711345,13155.30497825644,20.000000000000004,25.0,-26454166.129428647,0.0361427983150089,-1.2609132851369007e-06,6.739987782053676e-07,1.9349120633422684e-06,1583.0,0.0,0
1,20_torr,394386269.5742044,13155.309916909397,20.000000000000004,25.0,-321603.594359373,0.0361427983150089,-0.0001037190196405,6.159223401173205e-07,0.00010433494198061732,1583.0,0.0,0
1,20_torr,394386422.1348691,13155.315005785407,20.000000000000004,25.0,551679.6822796185,0.030894343250504,6.046336414272464e-05,5.650597612686119e-07,-5.989830438145603e-05,1583.0,0.0,0
1,20_torr,394386570.97737956,13155.319970637138,20.000000000000004,25.0,11014287.680159833,0.0012923898066355,3.028467249852253e-06,5.226222064139121e-07,-2.505845043438341e-06,1583.0,0.0,0
1,20_torr,394386720.80132383,13155.32496822598,20.000000000000004,25.0,-687302.8881225516,0.0361427983150089,-4.853232846282975e-05,4.858337595031018e-07,4.9018162222332854e-05,1583.0,0.0,0
1,20_torr,394386871.2029497,13155.329985084203,20.000000000000004,25.0,685001.1503423693,0.0248820387884922,4.869540657434428e-05,4.539133930336363e-07,-4.8241493181310644e-05,1583.0,0.0,0
1,20_torr,394387021.0113282,13155.334982153829,20.000000000000004,25.0,293625.54215882934,0.0583739756254859,0.0001136018660862,4.263396871875976e-07,-0.0001131755263990124,1583.0,0.0,0
1,20_torr,394387171.84358954,13155.340013376506,20.000000000000004,25.0,-743921.284765187,0.0361427983150089,-4.4838627692100384e-05,4.022123858237519e-07,4.5240840077924136e-05,1583.0,0.0,0
1,20_torr,394387322.30184346,13155.345032123638,20.000000000000004,25.0,-302476.5179168301,0.0361427983150089,-0.0001102776828745,3.812791393320732e-07,0.00011065896201383208,1583.0,0.0,0
1,20_torr,394387471.20915645,13155.34999913695,20.000000000000004,25.0,-835641.963904833,0.0361427983150089,-3.991710680007688e-05,3.6324684997819873e-07,4.0280353650055076e-05,1583.0,0.0,0
1,20_torr,394387622.4924304,13155.35504540379,20.000000000000004,25.0,484214.86536565865,0.0353517347830106,6.888761974423452e-05,3.4733347527356076e-07,-6.854028626896096e-05,1583.0,0.0,0
1,20_torr,394387767.0205715,13155.359866343651,20.000000000000004,25.0,-325170.9704134232,0.0361427983150089,-0.0001025811420909,3.341471174758627e-07,0.00010291528920837586,1583.0,0.0,0
1,20_torr,394387920.1962405,13155.364975733995,20.000000000000004,25.0,-2198039.874082122,0.0361427983150089,-1.517552520913411e-05,3.2210419106723696e-07,1.5497629400201348e-05,1583.0,0.0,0
1,20_torr,394388071.47391707,13155.370021814128,20.000000000000004,25.0,-467536.25996842404,0.0361427983150089,-7.134507497251229e-05,3.119838665618203e-07,7.165705883907411e-05,1583.0,0.0,0
1,20_torr,394388222.2128772,13155.37504992461,20.000000000000004,25.0,-1222446.8166606112,0.0361427983150089,-2.728659362943555e-05,3.0350956919832347e-07,2.7590103198633875e-05,1583.0,0.0,0
1,20_torr,394388371.9648202,13155.380045111748,20.000000000000004,25.0,437649.23770742887,0.0391585485114849,7.6217222939879e-05,2.9657259652330877e-07,-7.59206503433557e-05,1583.0,0.0,0
1,20_torr,394388519.7958135,13155.3849762229,20.000000000000004,25.0,-363890.48381793353,0.0361427983150089,-9.16660671360247e-05,2.9119667018748805e-07,9.195726380621219e-05,1583.0,0.0,0
1,20_torr,394388670.1231554,13155.38999060328,20.000000000000004,25.0,-1354800.0893683757,0.0361427983150089,-2.4620908857015483e-05,2.8697186621882945e-07,2.4907880723234313e-05,1583.0,0.0,0
1,20_torr,394388821.85092306,13155.395051696833,20.000000000000004,25.0,329467.73984938423,0.0520730901193484,0.0001012433251737,2.840414176050627e-07,-0.00010095928375609494,1583.0,0.0,0
1,20_torr,394388968.1172341,13155.399930615804,20.000000000000004,25.0,287410.66170819924,0.0597152728506479,0.0001160583581749,2.8247406038775535e-07,-0.00011577588411451224,1583.0,0.0,0
1,20_torr,394389119.96845317,13155.404995827254,20.000000000000004,25.0,619030.8335152948,0.027647350039479,5.3884891856507246e-05,2.8216562956196757e-07,-5.360272622694528e-05,1583.0,0.0,0
1,20_torr,394389270.87225276,13155.410029436189,20.000000000000004,25.0,-16692972.352668582,0.0361427983150089,-1.998230681456964e-06,2.8322863101406994e-07,2.281459312471034e-06,1583.0,0.0,0
1,20_torr,394389419.9945642,13155.415003621078,20.000000000000004,25.0,-2079388.6535560342,0.0361427983150089,-1.6041450193916977e-05,2.8568675644116896e-07,1.6327136950358146e-05,1583.0,0.0,0
1,20_torr,394389570.67248595,13155.42002969554,20.000000000000004,25.0,-1273742.0916475398,0.0361427983150089,-2.6187726493885343e-05,2.89692651085129e-07,2.6477419144970472e-05,1583.0,0.0,0
1,20_torr,394389719.3363086,13155.424988586892,20.000000000000004,25.0,229556.43708477356,0.0747951925790169,0.0001453080991473,2.952834442735688e-07,-0.00014501281570302642,1583.0,0.0,0
1,20_torr,394389867.05093944,13155.429915816609,20.000000000000004,25.0,498942.0181973628,0.0343261143705605,6.685428026352485e-05,2.9468659984361104e-07,-6.655959366368124e-05,1583.0,0.0,0
1,20_torr,394390020.14558834,13155.435022504413,20.000000000000004,25.0,-169849.60237052082,0.0361427983150089,-0.0001963879164524,3.0467588201457e-07,0.00019669259233441458,1583.0,0.0,0
1,20_torr,394390170.89073986,13155.440050821422,20.000000000000004,25.0,174781.31078694624,0.0982682508792376,0.0001908465462905,3.168567952674807e-07,-0.00019052968949523252,1583.0,0.0,0
1,20_torr,394390319.4736538,13155.445007013946,20.000000000000004,25.0,-202173.48498230163,0.0361427983150089,-0.0001649890415785,3.319072841227299e-07,0.00016532094886262272,1583.0,0.0,0
1,20_torr,394390470.99741673,13155.450061302634,20.000000000000004,25.0,292135.9090508334,0.0587081710291466,0.000114181134487,3.5086896061052055e-07,-0.00011383026552638948,1583.0,0.0,0
1,20_torr,394390620.8480052,13155.45505978023,20.000000000000004,25.0,-166870.78958134327,0.0361427983150089,-0.0001998936398845,3.7413516963875383e-07,0.00020026777505413875,1583.0,0.0,0
1,20_torr,394390766.84137094,13155.459929594725,20.000000000000004,25.0,-432287.58227413974,0.0361427983150089,-7.716254384254296e-05,4.024007278511575e-07,7.756494457039411e-05,1583.0,0.0,0
1,20_torr,394390919.53209364,13155.465022809,20.000000000000004,25.0,2657769.5203132723,0.0062430052805692,1.255052752500656e-05,4.3995982026737057e-07,-1.211056770473919e-05,1583.0,0.0,0
1,20_torr,394391068.575915,13155.469994375742,20.000000000000004,25.0,-2272254.0903809923,0.0361427983150089,-1.4679876542425889e-05,4.879360060930749e-07,1.5167812548518964e-05,1583.0,0.0,0
1,20_torr,394391217.8267452,13155.474972847554,20.000000000000004,25.0,-152191.84913957442,0.0361427983150089,-0.0002191734295128,5.537301613610943e-07,0.0002197271596741611,1583.0,0.0,0
1,20_torr,394391370.74302256,13155.480073585526,20.000000000000004,25.0,306821.13525405544,0.0557336402322492,0.0001087161400801,6.553730821713167e-07,-0.00010806076699792869,1583.0,0.0,0
1,20_torr,394391519.1501871,13155.48502391568,20.000000000000004,25.0,-1430045.6872849679,0.0361427983150089,-2.3325415276168174e-05,8.281826194806096e-07,2.4153597895648783e-05,1583.0,0.0,0
1,20_torr,394391668.3990997,13155.49000232353,20.000000000000004,25.0,-160786.7657316401,0.0361427983150089,-0.0002074574320096,1.1894558567340525e-06,0.00020864688786633405,1583.0,0.0,0
1,20_torr,394391817.2608487,13155.494967816992,20.000000000000004,25.0,429231.7240861952,0.0390287085443932,7.771189231371168e-05,2.0285766811067862e-06,-7.568331563260489e-05,1583.0,0.0,0
1,20_torr,394391968.2929936,13155.500005707068,20.000000000000004,25.0,450128.5595334454,0.0361427983150089,7.410418382337005e-05,4.027122267935543e-06,-7.007706155543451e-05,1583.0,0.0,0
1,20_torr,394392115.9959798,13155.504932548363,20.000000000000004,25.0,381563.2858017515,0.040813183306944,8.742038545382001e-05,8.205442162616261e-06,-7.921494329120375e-05,1583.0,0.0,0
1,20_torr,394392269.31671864,13155.510046777716,20.000000000000004,25.0,157442.32011908424,0.1009321939011505,0.0002118643163705,1.6262173302066153e-05,-0.00019560214306843385,1583.0,0.0,0
1,20_torr,394392419.0913518,13155.515042721716,20.000000000000004,25.0,256956.25879276183,0.0523757892881721,0.0001298135709032,2.837523356479912e-05,-0.00010143833733840089,1583.0,0.0,0
1,20_torr,394392568.5245898,13155.520027277997,20.000000000000004,25.0,1087408.1952615317,0.0361427983150089,3.067515001741612e-05,4.3033820621597564e-05,1.2358670604181444e-05,1583.0,0.0,0
1,20_torr,394392717.92372924,13155.525010696876,20.000000000000004,25.0,257895.19850441974,0.0378227328668799,0.000129340948235,5.601742966999048e-05,-7.332351856500951e-05,1583.0,0.0,0
1,20_torr,394392866.95054096,13155.529981696236,20.000000000000004,25.0,259344.4890554888,0.0342510411277412,0.0001286181543371,6.219091602067745e-05,-6.642723831642255e-05,1583.0,0.0,0
1,20_torr,394393015.3667954,13155.5349323296,20.000000000000004,25.0,-348971.60038836626,0.0361427983150089,-9.558488278900994e-05,5.886243836514356e-05,0.0001544473211541535,1583.0,0.0,0
1,20_torr,394393167.37358564,13155.540002730344,20.000000000000004,25.0,309133.08378050005,0.029227103249103,0.0001079030723981,4.729390741398537e-05,-6.060916498411462e-05,1583.0,0.0,0
1,20_torr,394393317.5300776,13155.54501141178,20.000000000000004,25.0,206553.70148188667,0.0643713485357615,0.0001614902530456,3.266750858328622e-05,-0.00012882274446231377,1583.0,0.0,0
1,20_torr,394393465.1230095,13155.54993458206,20.000000000000004,25.0,-439525.12382339756,0.0361427983150089,-7.589192906573848e-05,1.991261944267445e-05,9.580454850841293e-05,1583.0,0.0,0
1,20_torr,394393614.8495443,13155.55492892167,20.000000000000004,25.0,266081.2426693227,0.0569252099853447,0.0001253617473565,1.0998707902449623e-05,-0.00011436303945405038,1583.0,0.0,0
1,20_torr,394393765.2891415,13155.559947046484,20.000000000000004,25.0,643428.3503952589,0.0214865642073099,5.1841684469334185e-05,6.070383104836599e-06,-4.5771301364497586e-05,1583.0,0.0,0
1,20_torr,394393916.3821409,13155.564986966445,20.000000000000004,25.0,2989451.7932578083,0.0015415247633207,1.1158035595370636e-05,3.967295271863217e-06,-7.190740323507419e-06,1583.0,0.0,0
1,20_torr,394394066.7856464,13155.57000388737,20.000000000000004,25.0,633518.0349887181,0.0230981935358984,5.265265971537689e-05,3.6066109191007476e-06,-4.904604879627614e-05,1583.0,0.0,0
1,20_torr,394394213.3346289,13155.574892235243,20.000000000000004,25.0,-258018.10691264883,0.0361427983150089,-0.0001292793359309,4.5665411428971855e-06,0.0001338458770737972,1583.0,0.0,0
1,20_torr,394394366.5790458,13155.580003918769,20.000000000000004,25.0,1212860.6213660224,0.007802928122192,2.7502261127289715e-05,7.952066797102112e-06,-1.9550194330187603e-05,1583.0,0.0,0
1,20_torr,394394518.43887156,13155.585069417308,20.000000000000004,25.0,90250.65013558956,0.1798518057631495,0.0003695974430068,1.6587761965117557e-05,-0.00035300968104168246,1583.0,0.0,0
1,20_torr,394394664.64909077,13155.589946465256,20.000000000000004,25.0,441258.1264457152,0.0183456312480167,7.559387016506042e-05,3.5182387444449004e-05,-4.041148272061141e-05,1583.0,0.0,0
1,20_torr,394394816.3167972,13155.595005555382,20.000000000000004,25.0,-609049.8342454525,0.0361427983150089,-5.476794778401052e-05,7.241240390356525e-05,0.00012718035168757578,1583.0,0.0,0
1,20_torr,394394965.69006354,13155.599988111228,20.000000000000004,25.0,867727.1177306798,0.0361427983150089,3.844112836654274e-05,0.0001313176892431371,9.287656087659436e-05,1583.0,0.0,0
1,20_torr,394395115.65196306,13155.60499030176,20.000000000000004,25.0,241774.16010690577,0.0361427983150089,0.0001379651551889,0.00020654976033366408,6.858460514476408e-05,1583.0,0.0,0
1,20_torr,394395266.7591134,13155.610030693746,20.000000000000004,25.0,66720.08766554577,0.1124029455181863,0.0004999455289541,0.00027751301673996256,-0.00022243251221413748,1583.0,0.0,0
1,20_torr,394395414.39372814,13155.614955254416,20.000000000000004,25.0,168266.30022413883,0.0361427983150089,0.0001982358290126,0.00031470168258552106,0.00011646585357292106,1583.0,0.0,0
1,20_torr,394395565.9159415,13155.620009491417,20.000000000000004,25.0,92159.9946825523,0.0282246487156477,0.0003619402283465,0.000302135794079801,-5.980443426669899e-05,1583.0,0.0,0
1,20_torr,394395716.4505675,13155.625030786048,20.000000000000004,25.0,115608.15573438523,0.0196651702534253,0.000288529899192,0.0002448860978508991,-4.36438013411009e-05,1583.0,0.0,0
1,20_torr,394395866.14399964,13155.630024021471,20.000000000000004,25.0,325397.2585469446,0.0361427983150089,0.0001025098049958,0.00016876609290735232,6.625628791155232e-05,1583.0,0.0,0
1,20_torr,394396015.7263003,13155.63501354995,20.000000000000004,25.0,231948.7806481191,0.019922578440462,0.0001438093764779,9.981454782924435e-05,-4.3994828648655647e-05,1583.0,0.0,0
1,20_torr,394396164.7266148,13155.639983665458,20.000000000000004,25.0,-167883.57145598758,0.0361427983150089,-0.0001986877526522,5.177959469232363e-05,0.0002504673473445236,1583.0,0.0,0
1,20_torr,394396316.5841196,13155.64504908658,20.000000000000004,25.0,628646.0576051155,0.0121024964022982,5.306071535211641e-05,2.405711923123123e-05,-2.9003596120885178e-05,1583.0,0.0,0
1,20_torr,394396463.99300665,13155.64996611778,20.000000000000004,25.0,1227489.635188286,0.005493421582013,2.7174493831631116e-05,1.1147736786890345e-05,-1.602675704474077e-05,1583.0,0.0,0
1,20_torr,394396614.9267837,13155.65500072666,20.000000000000004,25.0,-292667.7430243995,0.0361427983150089,-0.0001139736452508,5.479107008776331e-06,0.00011945275225957633,1583.0,0.0,0
1,20_torr,394396765.8466614,13155.660034871904,20.000000000000004,25.0,233564.7288927703,0.0691316679158657,0.0001428144124241,3.165926766062155e-06,-0.00013964848565803785,1583.0,0.0,0
1,20_torr,394396915.8786234,13155.665039399471,20.000000000000004,25.0,270769.46929820045,0.0594890309224102,0.0001231911766355,2.152949367029288e-06,-0.0001210382272684707,1583.0,0.0,0
1,20_torr,394397064.2808306,13155.669989564269,20.000000000000004,25.0,-542294.590521018,0.0361427983150089,-6.150975890754786e-05,1.6287981533052401e-06,6.31385570608531e-05,1583.0,0.0,0
1,20_torr,394397214.1600018,13155.67498899528,20.000000000000004,25.0,7918800.243847486,0.0361427983150089,4.21230596714843e-06,1.3006927442299119e-06,-2.9116132229185184e-06,1583.0,0.0,0
1,20_torr,394397365.38208455,13155.680033221,20.000000000000004,25.0,-778945.6270722536,0.0361427983150089,-4.282251335717573e-05,1.0716483230895603e-06,4.389416168026529e-05,1583.0,0.0,0
1,20_torr,394397513.4467679,13155.684972127216,20.000000000000004,25.0,-1000828.8481338812,0.0361427983150089,-3.332878501854805e-05,9.059229736535997e-07,3.423470799220165e-05,1583.0,0.0,0
1,20_torr,394397663.74903274,13155.689985671112,20.000000000000004,25.0,-307037.6776524324,0.0361427983150089,-0.000108639466579,7.761563122615496e-07,0.00010941562289126156,1583.0,0.0,0
1,20_torr,394397813.7019857,13155.69498756322,20.000000000000004,25.0,-937784.2943258528,0.0361427983150089,-3.5569383835537794e-05,6.738562016596052e-07,3.62432400371974e-05,1583.0,0.0,0
1,20_torr,394397963.11058694,13155.699971297709,20.000000000000004,25.0,394269.0501873995,0.0400357478991258,8.460316503149464e-05,5.915737859608781e-07,-8.401159124553377e-05,1583.0,0.0,0
1,20_torr,394398112.91151273,13155.704968118736,20.000000000000004,25.0,-143481206.15105706,0.0361427983150089,-2.3247929408049138e-07,5.238470960179891e-07,7.563263900984805e-07,1583.0,0.0,0
