Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),Noise (%),Pressure (Torr),Temperature (C)
0,13155.149999999976,13155.150027508254,3.542189418973816e-05,-0.00014969160517327935,-0.02849305550376407,80.00000000000001,25.0
0,13155.154999999975,13155.155141411868,4.3705058729252346e-05,-0.00039972232492603034,-0.06825326676798284,80.00000000000001,25.0
0,13155.159999999974,13155.160000033931,5.6327996016119676e-05,0.00039417441122333805,0.05200202412774527,80.00000000000001,25.0
0,13155.164999999974,13155.165004577773,7.684450806956993e-05,-0.00029518971092662205,-0.05726428211683297,80.00000000000001,25.0
0,13155.169999999973,13155.169934005115,0.00011230483918296304,0.0003652937718275423,0.03894058361213253,80.00000000000001,25.0
0,13155.174999999972,13155.17492665752,0.00017570952578176513,0.000992653831239728,0.12574576958998437,80.00000000000001,25.0
0,13155.179999999971,13155.18001032716,0.00028741863428938496,-0.00016384291860958508,-0.06945911842037107,80.00000000000001,25.0
0,13155.18499999997,13155.185018381439,0.00047061198547889365,0.0006337166235938394,0.025105405725256158,80.00000000000001,25.0
0,13155.18999999997,13155.190066179928,0.000734915186750148,0.0006751274549074687,-0.009202652252264446,80.00000000000001,25.0
0,13155.194999999969,13155.194995289254,0.0010511004608952884,0.0010979762962618671,0.007215226244877904,80.00000000000001,25.0
0,13155.199999999968,13155.199926267414,0.0013384225150526604,0.0009888654598273945,-0.053804550238304494,80.00000000000001,25.0
0,13155.204999999967,13155.204999205092,0.0014921106652522147,0.0017803603941224822,0.04436799883264653,80.00000000000001,25.0
0,13155.209999999966,13155.210051802418,0.0014462738086460517,0.001510060624624414,0.009818199614473727,80.00000000000001,25.0
0,13155.214999999966,13155.215074975291,0.0012211873174287086,0.0013744051386089763,0.023583606263603184,80.00000000000001,25.0
0,13155.219999999965,13155.220049083462,0.0009082570079662309,0.0006394174410415889,-0.041380346265130714,80.00000000000001,25.0
0,13155.224999999964,13155.225115286707,0.0006080020832275219,0.00035555293267119535,-0.038857499228479024,80.00000000000001,25.0
0,13155.229999999963,13155.22995955475,0.0003788640308515732,0.000402353774146324,0.0036155902285331548,80.00000000000001,25.0
0,13155.234999999962,13155.23501903157,0.0002298029092214933,0.0004583805348478551,0.03518314437521616,80.00000000000001,25.0
0,13155.239999999962,13155.239907470264,0.00014231738133191647,-0.0005126954213980268,-0.10082093530769774,80.00000000000001,25.0
0,13155.24499999996,13155.245085409746,9.315554002443207e-05,0.0003365565124833127,0.03746478480394702,80.00000000000001,25.0
0,13155.24999999996,13155.250083384624,6.536496129173308e-05,0.0007629988279862397,0.10738125827361106,80.00000000000001,25.0
0,13155.25499999996,13155.25499888781,4.8788857305450244e-05,0.0004159154696548993,0.05650889307682532,80.00000000000001,25.0
0,13155.259999999958,13155.259968558486,3.819503669313807e-05,5.767457910421103e-06,-0.004991320488716492,80.00000000000001,25.0
0,13155.264999999958,13155.264883388654,3.0966606177450135e-05,-0.0005196587371466923,-0.0847534000659075,80.00000000000001,25.0
0,13155.269999999957,13155.269965652955,2.576738148152459e-05,-0.00028233188673171375,-0.047423281284599404,80.00000000000001,25.0
0,13155.274999999956,13155.275009570169,2.1874944178219073e-05,-0.000289820392006902,-0.04797679555919711,80.00000000000001,25.0
0,13155.279999999955,13155.279986040572,1.8870914285411046e-05,-0.00022060037302874637,-0.03685991947901824,80.00000000000001,25.0
0,13155.284999999954,13155.285103373204,1.649707221969319e-05,-9.796681290372886e-05,-0.01761851968236151,80.00000000000001,25.0
0,13155.289999999954,13155.290002086998,1.4585439178963455e-05,-0.00010907698835117297,-0.01903437849465838,80.00000000000001,25.0
0,13155.294999999953,13155.295016289885,1.3021619524791315e-05,-0.00022705964801673865,-0.036953808906502086,80.00000000000001,25.0
0,13155.299999999952,13155.299980992968,1.1726894322092257e-05,-0.00025521179925688385,-0.04108775987931847,80.00000000000001,25.0
0,13155.304999999951,13155.305018226603,1.0642469826635874e-05,0.00036646760536488445,0.05476934621955073,80.00000000000001,25.0
0,13155.30999999995,13155.3100755535,9.726104703769956e-06,-0.00029920087345036386,-0.047550684123226,80.00000000000001,25.0
0,13155.31499999995,13155.315034397196,8.945786235684973e-06,0.00017860785341418286,0.026114738869044776,80.00000000000001,25.0
0,13155.319999999949,13155.320009827956,8.277030553492562e-06,-0.00015753385734620636,-0.025521957330565104,80.00000000000001,25.0
0,13155.324999999948,13155.32501865251,7.700843931075355e-06,-0.0002998055226257592,-0.04733202062634207,80.00000000000001,25.0
0,13155.329999999947,13155.329934158506,7.202310170717215e-06,0.000313354693309547,0.04712361267763419,80.00000000000001,25.0
0,13155.334999999946,13155.334967143617,6.769591716750388e-06,0.0007481349286238718,0.11411249728274286,80.00000000000001,25.0
0,13155.339999999946,13155.339930451748,6.393210748509619e-06,0.000265509001758867,0.03988364241703077,80.00000000000001,25.0
0,13155.344999999945,13155.344957020476,6.065523796626117e-06,-0.0002489425392725277,-0.039251372373917646,80.00000000000001,25.0
0,13155.349999999944,13155.349999572545,5.78033271708683e-06,0.00012027769511710957,0.0176236725745254,80.00000000000001,25.0
0,13155.354999999943,13155.35498794399,5.532593472641767e-06,-0.00010604274918762621,-0.017173909208188433,80.00000000000001,25.0
0,13155.359999999942,13155.360059218328,5.3181962810955094e-06,0.0002558147690000952,0.038556954379584604,80.00000000000001,25.0
0,13155.364999999942,13155.364942778913,5.133798740913919e-06,0.0006230215651352401,0.09510657236534106,80.00000000000001,25.0
0,13155.36999999994,13155.369984887406,4.976699011223526e-06,0.00046712023237813086,0.07113409552647486,80.00000000000001,25.0
0,13155.37499999994,13155.375058611344,4.844739918152747e-06,0.00016925422963671893,0.025306251202728447,80.00000000000001,25.0
0,13155.37999999994,13155.380018731676,4.736237562091064e-06,-0.00023383634324782428,-0.03672158870144082,80.00000000000001,25.0
0,13155.384999999938,13155.385024747453,4.6515601266266155e-06,0.0002715251474630085,0.04107773859081027,80.00000000000001,25.0
0,13155.389999999938,13155.390066012558,4.586727530138971e-06,-0.0003741142992177527,-0.058290451056190476,80.00000000000001,25.0
0,13155.394999999937,13155.39508214095,4.542729354074614e-06,-0.0004994650301711874,-0.07757792444039384,80.00000000000001,25.0
0,13155.399999999936,13155.399963940581,4.5194290057539325e-06,0.0005081967461019618,0.07752706205324089,80.00000000000001,25.0
0,13155.404999999935,13155.404919911527,4.517068174374731e-06,9.082178382159724e-05,0.013284201647284992,80.00000000000001,25.0
0,13155.409999999934,13155.410027593301,4.536296950691724e-06,-0.00045274831484100103,-0.07038620019411163,80.00000000000001,25.0
0,13155.414999999934,13155.414968763422,4.578225624714897e-06,-0.0006235093039963316,-0.09667654117228512,80.00000000000001,25.0
0,13155.419999999933,13155.420028912238,4.641990391610006e-06,0.0003382591963873088,0.05135105543440029,80.00000000000001,25.0
0,13155.424999999932,13155.42497133321,4.734959264904489e-06,-0.0002192930226338157,-0.034482853733528135,80.00000000000001,25.0
0,13155.429999999931,13155.429926718065,4.8577227817626156e-06,0.00035317688901262287,0.05361401178515835,80.00000000000001,25.0
0,13155.43499999993,13155.4350133089,5.0144974534161075e-06,-0.0008815290873588592,-0.13645863567748376,80.00000000000001,25.0
0,13155.43999999993,13155.440062284279,5.208700759217645e-06,-0.000217855762477545,-0.034334546933599774,80.00000000000001,25.0
0,13155.444999999929,13155.444971942596,5.492532391709282e-05,0.0002985118951342836,0.037493352551518956,80.00000000000001,25.0
0,13155.449999999928,13155.450034672953,5.5819656697478116e-05,0.0001061289542422084,0.007743711896917244,80.00000000000001,25.0
0,13155.454999999927,13155.455074760655,5.679749095603723e-05,0.0002581964492796208,0.030999747277537452,80.00000000000001,25.0
0,13155.459999999926,13155.460059298493,5.788056437979547e-05,5.943891153822808e-05,0.00023986404142400516,80.00000000000001,25.0
0,13155.464999999926,13155.465087693148,5.9101482125722594e-05,-0.0008111479733653546,-0.1339506093437373,80.00000000000001,25.0
0,13155.469999999925,13155.469937966716,6.0511744239414214e-05,0.0005488749814059933,0.07516988696376621,80.00000000000001,25.0
0,13155.474999999924,13155.474980603749,6.21980661736848e-05,0.00035561581518582237,0.045163471260392635,80.00000000000001,25.0
0,13155.479999999923,13155.47994308286,6.431728145421286e-05,-0.00018376376713798138,-0.03818515187327047,80.00000000000001,25.0
0,13155.484999999922,13155.484982136002,6.717176867449435e-05,0.0002813414923866708,0.03296545009388982,80.00000000000001,25.0
0,13155.489999999922,13155.490022070426,7.13634890905972e-05,0.00021225383606731328,0.02168613575004437,80.00000000000001,25.0
0,13155.49499999992,13155.495025019674,7.806239745937825e-05,-0.0005414045352425938,-0.09534964093358844,80.00000000000001,25.0
0,13155.49999999992,13155.500079384436,8.932973603352446e-05,3.927443182123275e-05,-0.0077046167139961635,80.00000000000001,25.0
0,13155.50499999992,13155.504958973288,0.00010814451324413982,0.00022600250283176776,0.01814094731306899,80.00000000000001,25.0
0,13155.509999999918,13155.509894593724,0.00013738567191449633,0.00028794419228436675,0.02317428114224474,80.00000000000001,25.0
0,13155.514999999918,13155.515003683491,0.00017718801861996811,0.0005410951974945136,0.05601335116871621,80.00000000000001,25.0
0,13155.519999999917,13155.520004035927,0.00022171609535853701,0.0005197014180957116,0.045866521724636705,80.00000000000001,25.0
0,13155.524999999916,13155.525015735391,0.0002587252933877002,0.0007943880824885026,0.08245033254554447,80.00000000000001,25.0
0,13155.529999999915,13155.529941863337,0.0002747960616922547,0.0001591967391324221,-0.017793288578244425,80.00000000000001,25.0
0,13155.534999999914,13155.534912032579,0.0002638252693664814,0.00011266000087631039,-0.023267673077074013,80.00000000000001,25.0
0,13155.539999999914,13155.53995707762,0.0002314537469202309,0.0001067722564919109,-0.019191234779152414,80.00000000000001,25.0
0,13155.544999999913,13155.544953378745,0.00019105733156358156,0.0001536316802229142,-0.0057606342302618675,80.00000000000001,25.0
0,13155.549999999912,13155.549961254146,0.00015529438948999177,0.0004949484767033715,0.05228026476919709,80.00000000000001,25.0
0,13155.554999999911,13155.555037997126,0.0001306393165631177,9.188958807729862e-05,-0.005964438943142848,80.00000000000001,25.0
0,13155.55999999991,13155.560051764009,0.00011755508097623805,0.00040704751360780094,0.044559278384743856,80.00000000000001,25.0
0,13155.56499999991,13155.564979586416,0.00011395447710879271,0.00038723264049456374,0.04206354428019145,80.00000000000001,25.0
0,13155.569999999909,13155.570006953532,0.00011817282909989466,0.0002370114988086466,0.018291895640547944,80.00000000000001,25.0
0,13155.574999999908,13155.575089787628,0.00013079078473678203,-2.5184790541264484e-05,-0.024008085520081678,80.00000000000001,25.0
0,13155.579999999907,13155.580035837911,0.00015594375412105498,8.341899976061564e-06,-0.022719184916732214,80.00000000000001,25.0
0,13155.584999999906,13155.585006946934,0.0002027731543562683,0.0002779515835168629,0.011571620449775603,80.00000000000001,25.0
0,13155.589999999906,13155.589863206029,0.00028590494804989577,0.0004877479328351417,0.03106809275564046,80.00000000000001,25.0
0,13155.594999999905,13155.595009561177,0.0004212622927239506,0.0005939691485760989,0.026583399085474593,80.00000000000001,25.0
0,13155.599999999904,13155.600045505675,0.0006132463447674564,0.000847721569836605,0.036090915169029306,80.00000000000001,25.0
0,13155.604999999903,13155.604971060282,0.0008367282815384804,0.000384321094239957,-0.06963545685406618,80.00000000000001,25.0
0,13155.609999999902,13155.6099695993,0.0010307411110248763,0.001366145307365101,0.05162611271140319,80.00000000000001,25.0
0,13155.614999999902,13155.61501234918,0.0011221912767098296,0.0006395644323889359,-0.07428692942525099,80.00000000000001,25.0
0,13155.6199999999,13155.620001623272,0.001071561627147173,0.0008270235213895427,-0.037639814730494464,80.00000000000001,25.0
0,13155.6249999999,13155.625000935832,0.0009017262441597788,0.00043497150156564257,-0.07184386245813038,80.00000000000001,25.0
0,13155.6299999999,13155.629990864645,0.0006809756937894484,0.001064270260106926,0.058997498237327035,80.00000000000001,25.0
0,13155.634999999898,13155.634956599006,0.0004775559829435427,0.00033639813128442085,-0.02172731062810314,80.00000000000001,25.0
0,13155.639999999898,13155.639909562833,0.0003271894476980856,0.0006592727481778719,0.05111495350151686,80.00000000000001,25.0
0,13155.644999999897,13155.645042896716,0.0002320595061619126,6.262919860692439e-05,-0.026079065944925702,80.00000000000001,25.0
0,13155.649999999896,13155.649938102364,0.00017768318705924216,0.0001570911096587813,-0.003169575456831087,80.00000000000001,25.0
0,13155.654999999895,13155.654948026271,0.00014805738110782054,0.0003604706634973457,0.03269509498598241,80.00000000000001,25.0
0,13155.659999999894,13155.659903018231,0.0001319066920522393,0.00019083939098817447,0.009071043805807328,80.00000000000001,25.0
0,13155.664999999894,13155.665019952952,0.00012281620645660847,0.0001039265543347171,-0.002907534610970533,80.00000000000001,25.0
0,13155.669999999893,13155.669970648185,0.00011750672142269149,-1.2376482043643803e-05,-0.01999189328767194,80.00000000000001,25.0
0,13155.674999999892,13155.674905426282,0.00011435116105477605,0.00028445572226927637,0.026182848472997407,80.00000000000001,25.0
0,13155.679999999891,13155.68000128997,0.00011262964896144506,3.683324025292001e-05,-0.011666741149346214,80.00000000000001,25.0
0,13155.68499999989,13155.684986429307,0.00011167191443588573,0.0008543996416143446,0.11432219923183129,80.00000000000001,25.0
0,13155.68999999989,13155.69004097686,0.00011132499637209627,0.00040418942563178877,0.04507830313126106,80.00000000000001,25.0
0,13155.694999999889,13155.694981237597,0.00011142658716171858,-9.859738548786149e-05,-0.03232732745271119,80.00000000000001,25.0
0,13155.699999999888,13155.699914541137,0.00011187101848670011,0.000196968298726085,0.013098350673633087,80.00000000000001,25.0
0,13155.704999999887,13155.704946199294,0.00011258675714774959,0.00027765896344049136,0.02540825791858778,80.00000000000001,25.0
0,13155.709999999886,13155.70998514065,0.00011352389451055141,0.00014890532721332177,0.005445983838411166,80.00000000000001,25.0
0,13155.714999999886,13155.715025166026,0.00011464679028549873,-0.00014840599550511554,-0.04048963285629044,80.00000000000001,25.0
0,13155.719999999885,13155.720069265604,0.00011592954166180479,0.00023274353178644755,0.017980252740565653,80.00000000000001,25.0
0,13155.724999999884,13155.724965575226,0.00011735308403473955,0.00042416740377296177,0.04722549933814982,80.00000000000001,25.0
0,13155.729999999883,13155.730068433164,0.00011890327593695465,6.820772748134508e-05,-0.007803164441869033,80.00000000000001,25.0
0,13155.734999999882,13155.734976688791,0.00012056959977539007,-2.5596824237669643e-06,-0.01895231565451198,80.00000000000001,25.0
0,13155.739999999882,13155.740021507856,0.00012234426003294915,-0.0004912490325178259,-0.09444555800385569,80.00000000000001,25.0
0,13155.74499999988,13155.745087975367,0.00012422154497792207,0.0003494295888349293,0.03466449132879294,80.00000000000001,25.0
0,13155.74999999988,13155.750009583498,0.00012619736721630116,0.0006580138923628613,0.08185830758406158,80.00000000000001,25.0
0,13155.75499999988,13155.754991281565,0.0001282689281758505,0.00035680279094294247,0.03517640830473795,80.00000000000001,25.0
0,13155.759999999878,13155.75998225474,0.00013043447009159243,6.915999892200493e-05,-0.009431494267066121,80.00000000000001,25.0
0,13155.764999999878,13155.764958898772,0.00013269277688355535,-0.0007752081257894923,-0.1397459985403355,80.00000000000001,25.0
0,13155.769999999877,13155.770018779514,0.00013504431673856478,-6.347159469418518e-05,-0.0305559826933059,80.00000000000001,25.0
0,13155.774999999876,13155.774942143003,0.0001374891720330549,-5.1490046187934455e-05,-0.02908807500456307,80.00000000000001,25.0
0,13155.779999999875,13155.779997477317,0.00014002829924530092,-0.00022261395922302312,-0.05581865198434375,80.00000000000001,25.0
0,13155.784999999874,13155.785013573928,0.000175201729920246,0.0010256397818000683,0.13090119682306547,80.00000000000001,25.0
0,13155.789999999874,13155.789934101467,0.00017832222291204998,0.00041853622635370044,0.036974239892802324,80.00000000000001,25.0
0,13155.794999999873,13155.794992247673,0.0001815495665812587,0.0001534155213062812,-0.004330450865678444,80.00000000000001,25.0
0,13155.799999999872,13155.79996702703,0.0001848865438413122,0.00033301608669180336,0.022800407861715666,80.00000000000001,25.0
0,13155.804999999871,13155.804994629563,0.0001883362929916783,0.0007350898863137613,0.0841574522388447,80.00000000000001,25.0
0,13155.80999999987,13155.810016202418,0.00019190229724284162,-0.00011410642569847568,-0.047101500200718724,80.00000000000001,25.0
0,13155.81499999987,13155.814958143239,0.00019558837943361665,0.0009749062490935704,0.11995423019771641,80.00000000000001,25.0
0,13155.819999999869,13155.820032875676,0.00019939870118715298,0.0005655843467470629,0.05636405750808615,80.00000000000001,25.0
0,13155.824999999868,13155.824967341145,0.0002033377789829308,0.00028546318520093067,0.01264091363239678,80.00000000000001,25.0
0,13155.829999999867,13155.82998638585,0.000207410439737107,0.00018213673373605876,-0.003890181485151865,80.00000000000001,25.0
0,13155.834999999866,13155.835054256899,0.00021163577076820057,-0.000816562574451424,-0.15826243153541758,80.00000000000001,25.0
0,13155.839999999866,13155.839976528105,0.00021599178883806774,-4.108926291839491e-06,-0.033878360650058115,80.00000000000001,25.0
0,13155.844999999865,13155.844996776304,0.00022049816182627023,0.00038671665143299305,0.025584696234543607,80.00000000000001,25.0
0,13155.849999999864,13155.850032089078,0.00022515973117529103,-0.00021685900109878935,-0.06803644421247951,80.00000000000001,25.0
0,13155.854999999863,13155.85493024384,0.00022998648127738142,0.00039892758496901017,0.02600376666702689,80.00000000000001,25.0
0,13155.859999999862,13155.860047783042,0.000234983988575565,0.0006291424218771313,0.06066968727825763,80.00000000000001,25.0
0,13155.864999999862,13155.864999389652,0.0002401599783947258,0.0005733252173296284,0.05128148772273447,80.00000000000001,25.0
0,13155.86999999986,13155.870003963253,0.00024552268284850574,0.0005140407121702424,0.041330854527371695,80.00000000000001,25.0
0,13155.87499999986,13155.87501970545,0.0002510808743565385,0.0002825767750153455,0.00484791465074381,80.00000000000001,25.0
0,13155.87999999986,13155.879993071936,0.00025684390270870854,0.00038616504159415114,0.01990537913632596,80.00000000000001,25.0
0,13155.884999999858,13155.884987049096,0.00026282173595724897,0.00048115829325786274,0.033606817801371085,80.00000000000001,25.0
0,13155.889999999858,13155.889965554847,0.0002690250054660931,4.537581817806068e-05,-0.03442454887783694,80.00000000000001,25.0
0,13155.894999999857,13155.894964458974,0.00027546505549906944,0.000478251219724086,0.031213268900113268,80.00000000000001,25.0
0,13155.899999999856,13155.899922926323,0.0002821539977860643,-9.827803222936272e-05,-0.05855689068565455,80.00000000000001,25.0
0,13155.904999999855,13155.905009798016,0.000289153464922605,0.0004991408144791763,0.032321690349931494,80.00000000000001,25.0
0,13155.909999999854,13155.90992141137,0.00029638108815161835,-5.971002749756584e-05,-0.05481028643239238,80.00000000000001,25.0
0,13155.914999999854,13155.914999652756,0.0003038991867114265,7.553804167264515e-05,-0.03514982323214101,80.00000000000001,25.0
0,13155.919999999853,13155.92005209391,0.00031172360717356704,0.000578720123498051,0.04109666007678005,80.00000000000001,25.0
0,13155.924999999852,13155.925046248198,0.0003198713314875928,0.0003010102837963865,-0.0029031317574024925,80.00000000000001,25.0
0,13155.929999999851,13155.929971509437,0.0003283605749487592,-2.5613375915781048e-05,-0.05448440801765195,80.00000000000001,25.0
0,13155.93499999985,13155.934988004477,0.0003372108946549333,0.00022878322797799665,-0.016689412362688023,80.00000000000001,25.0
0,13155.93999999985,13155.940045203484,0.0003464433097972043,0.00018392673558417457,-0.02501488970424899,80.00000000000001,25.0
0,13155.944999999849,13155.944993942981,0.000356080435364779,0.00021388237692193427,-0.021887421423512417,80.00000000000001,25.0
0,13155.949999999848,13155.949998032598,0.0003661466311440418,0.0003971106135889456,0.004766040691014458,80.00000000000001,25.0
0,13155.954999999847,13155.955042032836,0.0003766681682851937,0.0005688205165886879,0.029576489798041585,80.00000000000001,25.0
0,13155.959999999846,13155.959956994044,0.0003876734162464077,0.0005328204867726899,0.02234133950762726,80.00000000000001,25.0
0,13155.964999999846,13155.96495710729,0.0003991930536940963,0.0003607176744093776,-0.005922210542506131,80.00000000000001,25.0
0,13155.969999999845,13155.970007919226,0.0004112603081036684,0.0006496525774889421,0.03669383479128324,80.00000000000001,25.0
0,13155.974999999844,13155.9749815761,0.0004239112306944392,-0.00012955207220231906,-0.08519022471618007,80.00000000000001,25.0
0,13155.979999999843,13155.980021005456,0.0004371850166250707,0.00045501124778640013,0.00274385064109572,80.00000000000001,25.0
0,13155.984999999842,13155.984969659603,0.00045112438658626627,0.0002861405737480458,-0.02539465221390113,80.00000000000001,25.0
0,13155.989999999842,13155.98997360063,0.0004657760586008869,0.0002592017733627109,-0.03179634437896454,80.00000000000001,25.0
0,13155.99499999984,13155.99498007638,0.00048119136659848357,0.00056866889656854,0.013464723671400503,80.00000000000001,25.0
0,13155.99999999984,13156.000020797785,0.0004974271459526888,0.0009301735433566382,0.06660922711046781,80.00000000000001,25.0
0,13156.00499999984,13156.0050001483,0.0005145471516094394,0.0005958753550626343,0.012518206521875375,80.00000000000001,25.0
0,13156.009999999838,13156.010071589146,0.00053262458006715,0.00018844109512307594,-0.05297743910485268,80.00000000000001,25.0
0,13156.014999999838,13156.01498426795,0.0005517467715664814,0.0005567951689498256,0.0007770598435211801,80.00000000000001,25.0
0,13156.019999999837,13156.020077035477,0.0005720235115897288,0.0007755444112422642,0.03132636090792963,80.00000000000001,25.0
0,13156.024999999836,13156.024999170362,0.0005935989132343129,0.0008551821115575626,0.04026343089144539,80.00000000000001,25.0
0,13156.029999999835,13156.030039639356,0.0006166603280970086,0.00039335900212499807,-0.034371005339309875,80.00000000000001,25.0
0,13156.034999999834,13156.034925279135,0.0006414248504479274,0.0004368004343915442,-0.03149621645197339,80.00000000000001,25.0
0,13156.039999999834,13156.040030665172,0.0006680767026232282,4.624169758848647e-05,-0.09571413956089932,80.00000000000001,25.0
0,13156.044999999833,13156.045059060121,0.0006965316418620859,0.000917290586264244,0.03397967667105597,80.00000000000001,25.0
0,13156.049999999832,13156.049961786899,0.0007276417726014954,0.0011685207033121712,0.06786100358107708,80.00000000000001,25.0
0,13156.054999999831,13156.054994669928,0.0007594535197511449,0.0009697509693318081,0.03236942159172949,80.00000000000001,25.0
0,13156.05999999983,13156.059972816958,0.0007924552526256951,0.0008176207295004738,0.0038735226325423517,80.00000000000001,25.0
0,13156.06499999983,13156.065051294863,0.0008267957065071678,0.0006188589490400366,-0.03200605894314028,80.00000000000001,25.0
0,13156.069999999829,13156.07000605337,0.0008630394477696498,0.0013319359837588502,0.07217353175990011,80.00000000000001,25.0
0,13156.074999999828,13156.074961075645,0.0009019406212424128,0.0006844180216559315,-0.03348153173414045,80.00000000000001,25.0
0,13156.079999999827,13156.079878005028,0.0009441658645681215,0.0014521410701770067,0.07818860200771258,80.00000000000001,25.0
0,13156.084999999826,13156.085004920935,0.000990179822321893,0.0009158816459110669,-0.011436130112534932,80.00000000000001,25.0
0,13156.089999999826,13156.089985659393,0.001040308536452758,0.000488762950204803,-0.0848950457740561,80.00000000000001,25.0
0,13156.094999999825,13156.094977881346,0.0010948620554701986,0.0006126277423572077,-0.0742265102038964,80.00000000000001,25.0
0,13156.099999999824,13156.100050347079,0.0011542212711993765,0.0012658347257158329,0.01717977546449856,80.00000000000001,25.0
0,13156.104999999823,13156.10505717339,0.0012188731757886415,0.0015832144033451126,0.05608016084617354,80.00000000000001,25.0
0,13156.109999999822,13156.109992826414,0.001289419462175568,0.001437049650300194,0.022723546141910786,80.00000000000001,25.0
0,13156.114999999822,13156.114997911865,0.0013665817184908796,0.0015760816128523648,0.03224666023069665,80.00000000000001,25.0
0,13156.11999999982,13156.119964264039,0.0014512132521177891,0.001663031682015882,0.032603534051132955,80.00000000000001,25.0
0,13156.12499999982,13156.124938780116,0.00154431962180192,0.00183776734747844,0.04516808533103041,80.00000000000001,25.0
0,13156.12999999982,13156.130044314294,0.0016470879872840692,0.0009324648874726737,-0.10999627643183087,80.00000000000001,25.0
0,13156.134999999818,13156.135012345281,0.00176092600627233,0.0014757806206501783,-0.04389017185203375,80.00000000000001,25.0
0,13156.139999999818,13156.139967071242,0.001887512221487623,0.0017248299559044146,-0.02504039326516291,80.00000000000001,25.0
